activityType,hintsUsed,attemptCount,timeSpentSeconds,conceptUnderstanding,decisionMaking,boundaryConditions,codingImplementation,hintDependency,testCasesTotal,testCasesPassed,executionStatus,success,score,accuracy
battle,2,4,249,24.19,33.06,,,15.66,,,,,25.13,0.29
interview,2,1,175,50.89,,,,26.38,,,,,46.43,0.45
interview,5,2,162,86.2,,,,65.98,,,,,85.09,0.83
interview,4,6,120,46.42,,,,68.17,,,,,46.0,0.47
debugging,1,1,40,,,15.38,9.05,21.94,11.0,2.0,error,False,,
coding,1,2,238,,,36.66,29.3,10.37,9.0,4.0,fail,False,,
interview,2,6,97,41.09,,,,22.03,,,,,48.85,0.48
interview,1,1,266,43.25,,,,15.21,,,,,33.33,0.32
coding,1,5,80,,,28.73,24.9,15.72,8.0,2.0,error,False,,
interview,4,4,136,41.05,,,,52.73,,,,,34.35,0.33
interview,4,6,144,43.73,,,,70.13,,,,,46.64,0.51
coding,5,1,202,,,39.97,34.31,67.11,11.0,4.0,fail,False,,
debugging,0,2,201,,,48.59,36.5,3.01,11.0,5.0,fail,False,,
battle,4,5,82,100.0,78.05,,,67.66,,,,,91.12,0.96
debugging,1,5,281,,,59.0,53.64,16.58,11.0,7.0,fail,False,,
coding,3,3,262,,,21.01,19.98,38.42,14.0,3.0,error,False,,
battle,2,3,112,58.07,44.45,,,23.22,,,,,45.01,0.51
debugging,3,6,100,,,16.09,13.69,30.82,5.0,1.0,error,False,,
interview,5,3,119,29.8,,,,78.82,,,,,36.6,0.42
coding,4,2,32,,,27.25,31.7,67.91,7.0,2.0,error,False,,
interview,0,5,145,48.88,,,,6.25,,,,,42.18,0.48
coding,3,1,267,,,15.9,16.47,50.25,6.0,2.0,fail,False,,
coding,4,2,35,,,71.38,79.89,72.95,9.0,7.0,pass,True,,
interview,5,5,79,37.29,,,,69.95,,,,,30.3,0.33
interview,0,2,291,34.34,,,,0.0,,,,,42.23,0.41
interview,5,5,47,79.22,,,,75.55,,,,,64.81,0.7
debugging,5,4,233,,,44.53,38.09,78.11,14.0,6.0,fail,False,,
battle,3,5,271,22.67,33.12,,,54.68,,,,,27.05,0.29
interview,2,2,286,82.39,,,,31.37,,,,,80.91,0.95
battle,3,1,296,64.85,50.07,,,39.27,,,,,58.99,0.58
interview,2,2,132,21.3,,,,25.88,,,,,21.24,0.23
battle,3,2,134,22.85,47.45,,,41.2,,,,,24.21,0.27
battle,3,5,61,54.9,53.47,,,45.72,,,,,68.17,0.66
interview,0,6,230,37.82,,,,12.59,,,,,31.54,0.36
coding,2,2,170,,,17.02,0.16,43.19,8.0,1.0,error,False,,
coding,2,2,194,,,62.86,46.05,35.58,7.0,4.0,fail,False,,
battle,1,5,275,34.1,41.81,,,5.82,,,,,34.04,0.36
interview,0,1,269,96.25,,,,5.1,,,,,80.25,0.93
battle,0,1,115,94.76,85.72,,,0.0,,,,,84.68,0.86
battle,2,1,249,74.02,61.17,,,33.73,,,,,74.87,0.72
debugging,5,5,159,,,49.82,41.33,61.63,10.0,5.0,fail,False,,
coding,3,2,132,,,60.84,47.94,30.82,13.0,9.0,fail,False,,
battle,2,4,47,43.76,30.52,,,34.38,,,,,30.45,0.34
debugging,0,2,187,,,75.53,86.48,0.0,5.0,4.0,pass,True,,
interview,2,5,60,47.02,,,,26.34,,,,,43.39,0.44
coding,1,3,109,,,23.39,15.74,4.98,13.0,3.0,error,False,,
debugging,3,5,151,,,49.49,45.3,43.45,13.0,6.0,fail,False,,
interview,0,6,187,27.33,,,,4.92,,,,,26.6,0.3
debugging,1,5,142,,,42.4,37.92,26.15,14.0,5.0,fail,False,,
battle,0,4,137,75.97,55.59,,,6.93,,,,,68.45,0.65
battle,4,5,107,38.25,28.15,,,53.0,,,,,42.01,0.46
debugging,5,2,208,,,28.93,17.88,78.81,14.0,5.0,fail,False,,
coding,1,5,240,,,85.32,90.41,25.69,10.0,8.0,pass,True,,
coding,4,6,143,,,74.33,93.33,70.51,14.0,13.0,pass,True,,
debugging,1,5,48,,,69.41,94.17,23.19,10.0,9.0,pass,True,,
interview,5,6,132,62.49,,,,82.42,,,,,51.27,0.56
interview,0,1,43,84.59,,,,0.0,,,,,95.41,0.92
debugging,3,2,66,,,77.74,88.05,41.6,7.0,6.0,pass,True,,
interview,3,1,104,65.34,,,,50.41,,,,,50.69,0.59
debugging,2,6,85,,,24.03,22.11,27.42,14.0,4.0,error,False,,
coding,0,5,270,,,66.2,97.36,5.37,6.0,5.0,pass,True,,
debugging,4,1,241,,,18.99,16.2,53.66,5.0,1.0,error,False,,
interview,2,3,229,50.7,,,,19.61,,,,,42.26,0.49
battle,3,3,162,53.19,50.85,,,47.03,,,,,54.54,0.57
coding,5,2,175,,,64.05,71.4,75.62,12.0,9.0,pass,True,,
interview,4,4,95,90.98,,,,57.96,,,,,93.25,0.92
debugging,3,2,292,,,34.84,13.67,40.52,7.0,2.0,error,False,,
debugging,5,6,235,,,66.5,77.52,75.24,8.0,6.0,pass,True,,
interview,3,4,209,43.04,,,,40.12,,,,,49.0,0.51
battle,1,4,52,79.86,59.77,,,20.64,,,,,72.62,0.69
coding,3,1,192,,,50.47,32.4,38.5,5.0,3.0,fail,False,,
battle,1,6,56,92.47,87.93,,,19.85,,,,,97.9,0.99
coding,0,4,70,,,16.65,9.76,2.29,12.0,3.0,error,False,,
interview,4,4,107,94.03,,,,52.97,,,,,94.06,0.92
battle,1,5,81,52.74,46.77,,,16.02,,,,,56.69,0.59
debugging,0,1,278,,,43.64,40.29,9.46,6.0,3.0,fail,False,,
debugging,0,4,108,,,35.24,35.45,0.0,5.0,2.0,fail,False,,
interview,2,1,227,61.32,,,,37.58,,,,,62.61,0.63
debugging,5,2,144,,,19.55,27.41,82.12,5.0,2.0,fail,False,,
debugging,3,1,42,,,29.02,13.23,60.78,6.0,1.0,error,False,,
interview,4,3,273,39.4,,,,66.67,,,,,32.39,0.36
debugging,2,3,133,,,71.76,98.28,22.44,9.0,8.0,pass,True,,
debugging,4,5,78,,,54.1,49.06,69.34,10.0,7.0,fail,False,,
battle,1,2,160,85.98,91.05,,,18.43,,,,,87.31,0.89
coding,4,1,137,,,51.04,32.16,57.77,8.0,4.0,fail,False,,
debugging,2,6,112,,,21.87,16.71,23.26,13.0,5.0,fail,False,,
interview,2,4,176,45.5,,,,31.65,,,,,43.13,0.41
battle,0,2,114,42.0,54.28,,,0.0,,,,,34.52,0.4
coding,5,6,267,,,62.14,40.91,83.07,5.0,3.0,fail,False,,
coding,3,3,162,,,99.34,92.02,41.53,13.0,12.0,pass,True,,
coding,4,1,269,,,45.12,36.35,47.7,5.0,3.0,fail,False,,
interview,5,6,116,64.26,,,,78.58,,,,,52.61,0.62
coding,4,3,276,,,52.97,39.2,51.74,8.0,5.0,fail,False,,
debugging,2,3,279,,,8.37,0.0,36.15,6.0,1.0,error,False,,
battle,4,1,69,65.96,66.23,,,55.19,,,,,59.16,0.63
debugging,4,6,78,,,16.14,17.54,56.58,10.0,3.0,error,False,,
interview,0,4,178,33.01,,,,0.0,,,,,42.03,0.43
debugging,3,1,79,,,66.93,74.92,36.66,10.0,8.0,pass,True,,
coding,5,1,123,,,34.8,33.54,83.86,5.0,2.0,fail,False,,
coding,1,4,222,,,31.49,36.48,14.85,11.0,4.0,fail,False,,
battle,2,5,131,37.29,35.27,,,38.43,,,,,32.48,0.33
debugging,0,1,107,,,35.89,26.33,0.96,10.0,5.0,fail,False,,
interview,3,5,121,35.29,,,,45.38,,,,,30.35,0.35
debugging,2,6,223,,,60.4,39.58,39.53,6.0,4.0,fail,False,,
battle,2,5,44,48.01,51.01,,,36.0,,,,,31.13,0.36
interview,3,4,255,81.49,,,,45.26,,,,,68.26,0.72
interview,0,6,73,79.89,,,,0.0,,,,,66.52,0.72
coding,3,6,72,,,76.04,81.76,37.46,11.0,9.0,pass,True,,
interview,3,4,74,80.15,,,,38.15,,,,,65.7,0.76
debugging,5,3,257,,,42.38,33.15,60.67,14.0,6.0,fail,False,,
interview,2,3,143,87.62,,,,19.69,,,,,95.7,0.91
coding,2,5,191,,,55.06,40.06,38.71,11.0,6.0,fail,False,,
coding,5,3,125,,,87.4,86.09,72.93,10.0,9.0,pass,True,,
debugging,0,6,54,,,68.19,73.55,4.45,14.0,11.0,pass,True,,
battle,5,1,166,65.85,63.7,,,73.12,,,,,50.85,0.54
interview,0,3,79,72.47,,,,7.48,,,,,66.53,0.75
coding,2,2,110,,,53.09,76.6,29.89,8.0,6.0,pass,True,,
debugging,2,5,123,,,61.66,93.4,35.91,5.0,4.0,pass,True,,
coding,2,4,241,,,56.67,28.45,41.04,14.0,8.0,fail,False,,
debugging,5,1,272,,,70.19,44.58,80.15,10.0,7.0,fail,False,,
interview,4,1,84,41.86,,,,55.9,,,,,40.72,0.4
battle,4,1,196,57.19,67.15,,,51.47,,,,,66.06,0.65
coding,3,3,59,,,27.82,17.19,46.35,9.0,2.0,error,False,,
coding,3,5,141,,,28.42,9.84,40.75,13.0,3.0,error,False,,
coding,3,3,273,,,70.69,91.88,63.89,5.0,4.0,pass,True,,
debugging,4,1,275,,,36.1,37.44,56.36,8.0,4.0,fail,False,,
interview,3,3,252,95.81,,,,38.92,,,,,85.35,0.98
debugging,4,6,61,,,20.42,22.08,63.23,6.0,2.0,fail,False,,
interview,4,6,72,53.11,,,,61.04,,,,,55.33,0.53
battle,1,1,81,28.71,51.37,,,1.07,,,,,26.76,0.26
coding,3,3,215,,,52.37,30.83,47.21,13.0,7.0,fail,False,,
coding,3,5,222,,,50.6,42.48,43.69,6.0,3.0,fail,False,,
debugging,2,3,130,,,45.47,31.26,21.29,9.0,4.0,fail,False,,
interview,3,2,225,49.39,,,,42.33,,,,,47.13,0.52
coding,5,6,93,,,27.33,29.43,93.77,9.0,3.0,fail,False,,
battle,0,6,184,75.46,46.43,,,3.2,,,,,77.61,0.77
battle,0,2,57,48.03,67.52,,,7.09,,,,,54.27,0.58
debugging,2,2,268,,,59.76,41.89,31.31,13.0,8.0,fail,False,,
interview,1,2,247,81.87,,,,18.67,,,,,74.69,0.78
interview,4,3,100,88.83,,,,55.95,,,,,82.79,0.93
battle,0,4,228,40.03,42.22,,,2.01,,,,,31.8,0.35
debugging,5,1,127,,,18.04,22.69,74.77,12.0,3.0,error,False,,
coding,3,2,287,,,66.82,72.9,46.1,11.0,8.0,pass,True,,
coding,2,1,46,,,23.9,9.76,26.72,11.0,2.0,error,False,,
coding,1,3,259,,,18.9,13.83,9.98,13.0,4.0,fail,False,,
battle,3,2,39,67.56,62.82,,,50.13,,,,,70.13,0.76
debugging,0,4,100,,,54.6,36.08,6.92,11.0,7.0,fail,False,,
interview,2,4,46,28.18,,,,26.04,,,,,31.45,0.36
interview,4,3,227,89.19,,,,65.05,,,,,92.3,0.9
coding,1,2,273,,,67.7,85.99,14.77,5.0,4.0,pass,True,,
coding,4,5,133,,,63.21,55.49,53.87,11.0,7.0,fail,False,,
debugging,3,3,205,,,59.81,51.91,44.83,10.0,7.0,fail,False,,
interview,1,6,124,29.53,,,,13.66,,,,,41.87,0.45
coding,1,2,203,,,36.96,25.56,17.39,14.0,6.0,fail,False,,
battle,2,1,274,42.34,55.51,,,37.9,,,,,35.13,0.36
battle,5,3,167,30.87,43.2,,,86.98,,,,,22.18,0.25
interview,4,3,192,92.78,,,,46.96,,,,,85.89,0.87
battle,4,4,135,55.81,69.85,,,61.31,,,,,51.25,0.6
interview,0,3,70,80.43,,,,0.4,,,,,71.91,0.84
debugging,5,6,242,,,33.03,34.5,84.05,5.0,2.0,fail,False,,
coding,5,2,218,,,75.31,82.63,76.46,13.0,11.0,pass,True,,
battle,2,5,142,73.54,47.72,,,30.46,,,,,60.17,0.65
interview,0,2,239,7.31,,,,0.0,,,,,23.11,0.23
coding,1,1,164,,,71.69,75.43,18.02,6.0,5.0,pass,True,,
interview,2,6,161,56.16,,,,29.14,,,,,60.02,0.64
interview,2,4,80,77.27,,,,29.33,,,,,74.07,0.86
battle,4,6,127,72.19,51.73,,,56.95,,,,,60.74,0.69
interview,0,2,209,66.09,,,,0.0,,,,,70.45,0.72
interview,4,5,42,84.61,,,,42.54,,,,,64.21,0.72
coding,1,6,59,,,0.0,7.66,14.24,6.0,1.0,error,False,,
coding,2,2,126,,,35.23,30.78,37.15,8.0,3.0,fail,False,,
interview,4,2,249,86.59,,,,55.21,,,,,83.89,0.89
debugging,0,2,224,,,21.03,17.72,0.0,6.0,2.0,fail,False,,
interview,0,4,121,67.47,,,,8.26,,,,,67.7,0.73
battle,3,2,156,39.12,51.18,,,43.67,,,,,34.99,0.34
coding,0,6,125,,,45.48,35.88,0.0,14.0,7.0,fail,False,,
interview,5,2,166,55.47,,,,62.49,,,,,51.39,0.52
interview,3,3,215,77.25,,,,47.69,,,,,70.87,0.73
battle,3,1,134,82.98,79.03,,,48.5,,,,,76.51,0.8
battle,3,1,156,35.63,52.72,,,51.43,,,,,36.24,0.38
coding,1,1,295,,,27.25,11.2,15.48,14.0,3.0,error,False,,
debugging,4,5,159,,,31.4,16.67,61.47,8.0,2.0,error,False,,
debugging,3,1,240,,,13.89,19.43,56.14,10.0,2.0,error,False,,
interview,3,4,195,66.96,,,,35.32,,,,,65.24,0.66
coding,0,1,194,,,75.52,81.64,2.86,5.0,4.0,pass,True,,
battle,4,1,290,77.65,81.29,,,67.62,,,,,83.9,0.95
battle,3,6,154,79.78,45.96,,,50.75,,,,,72.86,0.85
debugging,0,5,112,,,14.88,20.25,0.0,8.0,1.0,error,False,,
battle,2,4,236,44.6,55.77,,,32.26,,,,,49.2,0.51
interview,2,2,48,91.88,,,,44.36,,,,,97.08,0.96
battle,5,6,172,74.42,59.27,,,61.32,,,,,77.17,0.76
coding,0,6,236,,,32.08,51.33,0.0,7.0,4.0,fail,False,,
battle,3,3,169,93.48,72.44,,,52.11,,,,,90.09,0.94
interview,4,4,50,69.96,,,,70.98,,,,,60.38,0.71
battle,3,2,107,81.42,71.4,,,48.6,,,,,88.55,0.88
coding,5,6,220,,,58.13,77.45,71.54,14.0,10.0,pass,True,,
interview,2,6,134,13.31,,,,44.18,,,,,21.17,0.22
interview,4,3,271,66.62,,,,47.29,,,,,71.88,0.73
interview,2,2,197,38.58,,,,21.92,,,,,46.37,0.48
battle,3,2,263,58.09,52.37,,,57.79,,,,,62.35,0.67
battle,5,3,275,30.88,42.05,,,64.19,,,,,37.34,0.39
coding,1,6,137,,,53.57,39.51,18.78,8.0,5.0,fail,False,,
interview,4,3,290,36.39,,,,64.95,,,,,35.42,0.38
coding,0,6,98,,,21.25,21.54,0.32,13.0,3.0,error,False,,
battle,2,1,205,66.05,68.77,,,26.38,,,,,68.73,0.73
coding,1,2,291,,,70.77,89.74,7.45,14.0,10.0,pass,True,,
battle,0,5,224,37.52,14.97,,,0.0,,,,,21.19,0.22
interview,2,6,96,47.42,,,,48.43,,,,,46.69,0.47
battle,4,6,72,49.14,48.56,,,59.29,,,,,46.25,0.48
battle,2,1,98,8.83,55.21,,,36.26,,,,,23.05,0.23
coding,3,4,184,,,14.6,20.01,52.71,11.0,3.0,error,False,,
interview,2,5,282,45.74,,,,24.02,,,,,41.29,0.43
coding,1,3,125,,,59.46,49.9,19.79,10.0,7.0,fail,False,,
interview,5,3,179,44.78,,,,74.61,,,,,38.7,0.38
battle,0,1,164,56.11,55.75,,,0.0,,,,,48.59,0.55
interview,5,4,118,86.75,,,,75.89,,,,,84.63,0.96
interview,4,2,133,80.97,,,,61.24,,,,,86.74,0.87
debugging,0,2,271,,,16.44,17.6,2.62,9.0,1.0,error,False,,
debugging,2,1,107,,,59.76,84.16,36.14,8.0,6.0,pass,True,,
interview,1,3,47,76.9,,,,6.52,,,,,82.59,0.89
coding,3,3,241,,,78.94,88.4,42.5,7.0,6.0,pass,True,,
battle,1,1,289,67.95,72.84,,,19.67,,,,,73.59,0.84
debugging,1,2,161,,,60.75,88.65,25.45,10.0,8.0,pass,True,,
battle,1,2,183,31.11,53.21,,,12.12,,,,,36.2,0.35
coding,1,3,112,,,27.9,24.83,17.81,14.0,5.0,fail,False,,
interview,5,2,124,67.01,,,,74.82,,,,,61.91,0.71
coding,2,4,138,,,76.86,89.84,38.38,8.0,7.0,pass,True,,
battle,0,4,39,16.68,42.64,,,16.19,,,,,27.6,0.3
debugging,0,3,297,,,34.07,37.85,13.03,14.0,5.0,fail,False,,
battle,0,5,280,23.48,15.39,,,0.0,,,,,19.49,0.21
debugging,4,2,142,,,39.43,20.85,60.23,6.0,2.0,fail,False,,
debugging,2,1,181,,,75.16,89.65,25.27,7.0,6.0,pass,True,,
battle,1,5,61,41.41,46.28,,,16.26,,,,,53.35,0.54
interview,1,5,252,24.02,,,,10.52,,,,,30.19,0.31
interview,1,1,146,33.63,,,,3.8,,,,,30.28,0.31
coding,3,3,249,,,42.19,41.71,42.43,13.0,7.0,fail,False,,
battle,0,4,131,52.15,54.11,,,0.0,,,,,48.22,0.53
interview,2,2,251,77.3,,,,24.63,,,,,76.56,0.81
coding,4,3,167,,,54.47,39.03,62.12,13.0,8.0,fail,False,,
coding,5,5,172,,,62.92,86.8,78.89,14.0,12.0,pass,True,,
debugging,2,2,223,,,27.77,25.4,23.23,10.0,4.0,fail,False,,
debugging,3,5,142,,,54.81,36.53,56.19,6.0,4.0,fail,False,,
debugging,0,1,201,,,26.72,12.74,0.0,14.0,3.0,error,False,,
interview,3,2,53,33.59,,,,50.84,,,,,30.08,0.3
debugging,3,1,237,,,72.97,84.9,46.37,11.0,8.0,pass,True,,
debugging,0,5,207,,,42.12,30.12,6.96,9.0,5.0,fail,False,,
battle,2,5,35,25.37,41.57,,,25.72,,,,,19.28,0.2
coding,0,3,68,,,64.82,94.56,0.0,7.0,6.0,pass,True,,
debugging,3,2,59,,,59.18,40.19,44.75,9.0,6.0,fail,False,,
debugging,4,4,120,,,51.99,42.14,72.37,12.0,7.0,fail,False,,
debugging,0,5,145,,,31.94,24.42,0.0,14.0,4.0,error,False,,
interview,0,3,191,81.5,,,,0.0,,,,,78.42,0.76
debugging,2,6,178,,,72.0,85.43,31.22,7.0,6.0,pass,True,,
battle,2,6,245,54.77,44.15,,,28.58,,,,,51.35,0.52
battle,3,2,75,10.76,49.28,,,41.02,,,,,25.76,0.26
interview,1,2,276,16.54,,,,18.11,,,,,22.26,0.22
battle,5,4,74,100.0,75.61,,,75.13,,,,,93.32,0.91
coding,3,1,281,,,82.37,75.43,43.07,6.0,5.0,pass,True,,
debugging,1,5,79,,,78.69,91.74,24.36,9.0,8.0,pass,True,,
interview,3,1,160,17.74,,,,43.87,,,,,19.9,0.22
battle,1,2,43,18.6,64.39,,,11.17,,,,,29.5,0.34
battle,1,2,38,86.44,80.19,,,9.06,,,,,74.29,0.85
coding,3,2,66,,,69.04,86.17,46.65,9.0,7.0,pass,True,,
debugging,4,3,177,,,41.84,12.51,49.32,11.0,3.0,error,False,,
coding,4,4,161,,,9.54,7.27,57.11,6.0,1.0,error,False,,
debugging,0,4,299,,,61.54,42.4,0.0,5.0,3.0,fail,False,,
battle,3,4,218,78.75,58.2,,,37.18,,,,,69.7,0.81
debugging,1,1,291,,,52.32,50.93,14.93,9.0,6.0,fail,False,,
battle,4,6,240,75.15,43.07,,,57.46,,,,,61.41,0.67
battle,0,1,175,91.58,84.92,,,0.0,,,,,91.09,0.96
battle,2,1,184,13.98,39.57,,,36.39,,,,,17.79,0.21
interview,1,6,34,41.85,,,,5.86,,,,,46.42,0.44
interview,3,4,258,84.96,,,,33.4,,,,,72.3,0.71
battle,3,6,100,90.56,57.09,,,36.15,,,,,69.71,0.81
interview,5,5,289,67.97,,,,81.7,,,,,63.29,0.66
debugging,3,6,260,,,52.81,30.5,39.48,8.0,3.0,fail,False,,
battle,3,4,141,76.78,70.38,,,58.36,,,,,82.34,0.93
interview,5,6,196,39.56,,,,76.82,,,,,36.19,0.36
debugging,4,1,75,,,31.63,17.67,64.93,6.0,2.0,fail,False,,
battle,5,1,205,12.68,47.6,,,84.33,,,,,23.43,0.22
battle,1,4,111,37.19,38.96,,,0.0,,,,,28.31,0.3
interview,0,5,286,71.19,,,,0.32,,,,,73.71,0.7
debugging,0,5,87,,,75.0,81.24,7.85,5.0,4.0,pass,True,,
interview,1,1,201,33.83,,,,12.04,,,,,19.34,0.2
debugging,4,3,221,,,39.65,30.66,54.37,13.0,7.0,fail,False,,
debugging,3,4,292,,,72.31,83.79,56.81,7.0,6.0,pass,True,,
interview,5,6,233,90.13,,,,80.25,,,,,88.03,0.89
coding,3,3,258,,,69.91,91.75,51.3,11.0,9.0,pass,True,,
battle,5,4,251,16.09,17.92,,,80.01,,,,,17.37,0.2
debugging,0,1,189,,,45.65,39.53,0.0,12.0,8.0,fail,False,,
battle,3,2,71,91.17,80.53,,,49.41,,,,,84.46,0.93
coding,3,4,132,,,44.12,20.34,39.54,13.0,6.0,fail,False,,
battle,5,2,122,44.85,51.23,,,76.58,,,,,40.2,0.46
interview,2,5,184,27.95,,,,39.68,,,,,39.82,0.45
debugging,3,1,82,,,37.62,27.63,59.19,14.0,5.0,fail,False,,
battle,3,3,174,98.52,69.43,,,43.87,,,,,88.09,0.93
interview,3,3,293,48.05,,,,41.95,,,,,48.78,0.52
debugging,4,3,154,,,12.33,16.85,59.62,6.0,1.0,error,False,,
coding,5,1,185,,,61.61,56.87,70.62,9.0,6.0,fail,False,,
battle,2,1,91,95.52,77.02,,,30.9,,,,,92.65,0.91
interview,2,5,159,62.14,,,,28.87,,,,,67.54,0.66
battle,3,3,163,58.26,59.08,,,33.3,,,,,42.53,0.45
debugging,4,3,56,,,60.08,75.96,54.74,7.0,5.0,pass,True,,
interview,4,3,235,55.01,,,,56.64,,,,,54.09,0.52
battle,1,5,219,66.96,40.61,,,20.63,,,,,61.53,0.61
coding,5,2,102,,,64.23,84.51,73.8,7.0,6.0,pass,True,,
coding,5,1,144,,,62.2,88.73,73.95,11.0,9.0,pass,True,,
battle,4,6,238,71.24,37.48,,,50.57,,,,,60.26,0.7
battle,4,2,82,39.74,59.57,,,48.02,,,,,34.71,0.4
debugging,4,1,231,,,46.95,54.07,67.35,5.0,3.0,fail,False,,
interview,1,1,171,94.65,,,,10.5,,,,,87.96,0.88
battle,2,5,286,89.53,67.39,,,31.24,,,,,82.23,0.92
coding,5,6,152,,,49.45,18.62,69.72,8.0,3.0,fail,False,,
debugging,1,3,112,,,74.06,39.04,11.99,6.0,4.0,fail,False,,
battle,2,6,152,83.17,59.5,,,24.81,,,,,78.73,0.81
coding,1,5,160,,,72.44,92.19,13.6,5.0,4.0,pass,True,,
interview,4,6,37,38.42,,,,67.71,,,,,37.14,0.44
coding,1,6,160,,,59.1,47.82,9.98,8.0,5.0,fail,False,,
battle,5,6,67,65.57,56.4,,,73.49,,,,,70.39,0.69
coding,0,4,114,,,48.92,40.97,0.0,10.0,6.0,fail,False,,
debugging,0,5,62,,,52.23,44.34,5.65,12.0,7.0,fail,False,,
battle,0,5,166,67.97,44.77,,,0.0,,,,,61.21,0.67
coding,1,3,272,,,22.95,15.44,14.82,6.0,1.0,error,False,,
coding,5,1,219,,,52.82,81.21,88.45,12.0,9.0,pass,True,,
battle,0,1,70,27.8,59.7,,,1.85,,,,,25.8,0.29
coding,5,6,46,,,82.86,93.07,74.8,6.0,5.0,pass,True,,
debugging,4,5,187,,,63.13,51.13,62.94,10.0,6.0,fail,False,,
interview,0,5,103,49.69,,,,0.95,,,,,54.84,0.55
coding,1,2,115,,,20.6,17.72,14.36,14.0,3.0,error,False,,
debugging,5,6,190,,,53.24,36.99,78.08,12.0,6.0,fail,False,,
interview,3,6,196,31.83,,,,44.95,,,,,35.98,0.37
coding,2,1,231,,,56.42,46.93,38.02,14.0,9.0,fail,False,,
interview,1,1,248,53.24,,,,9.18,,,,,52.6,0.51
interview,5,3,113,54.47,,,,69.34,,,,,62.78,0.74
coding,1,6,59,,,24.48,30.66,10.28,9.0,4.0,fail,False,,
debugging,4,2,253,,,65.23,84.16,63.14,12.0,9.0,pass,True,,
coding,5,5,250,,,15.17,15.5,75.72,6.0,1.0,error,False,,
battle,1,3,60,88.1,86.45,,,8.46,,,,,90.03,0.98
battle,0,4,271,41.36,27.42,,,6.46,,,,,36.81,0.4
debugging,5,2,134,,,56.5,79.47,76.32,12.0,9.0,pass,True,,
interview,0,4,44,51.14,,,,2.31,,,,,53.81,0.54
debugging,4,5,219,,,85.42,97.14,62.88,9.0,8.0,pass,True,,
interview,5,2,245,51.78,,,,62.58,,,,,47.89,0.56
interview,0,2,80,95.19,,,,0.51,,,,,93.61,0.95
battle,3,1,299,21.1,51.15,,,46.05,,,,,38.39,0.38
coding,1,4,281,,,68.13,88.12,17.2,7.0,6.0,pass,True,,
debugging,3,2,63,,,73.19,85.67,47.5,5.0,4.0,pass,True,,
battle,4,1,53,81.43,75.37,,,73.82,,,,,81.54,0.87
debugging,1,5,177,,,35.5,37.45,19.34,9.0,5.0,fail,False,,
coding,5,6,258,,,32.39,11.61,77.7,11.0,3.0,error,False,,
interview,0,4,258,73.66,,,,2.52,,,,,68.92,0.76
coding,3,5,207,,,35.33,23.4,47.76,8.0,3.0,fail,False,,
coding,2,5,120,,,60.88,32.71,24.95,10.0,6.0,fail,False,,
interview,3,1,216,40.14,,,,36.89,,,,,36.94,0.36
battle,0,3,172,20.51,48.9,,,13.56,,,,,23.14,0.25
coding,1,4,84,,,40.17,44.46,23.69,9.0,4.0,fail,False,,
coding,5,4,182,,,82.73,85.13,76.08,9.0,7.0,pass,True,,
coding,3,5,287,,,26.79,18.18,45.81,10.0,3.0,error,False,,
coding,4,1,210,,,84.1,100.0,65.75,11.0,10.0,pass,True,,
battle,5,5,140,41.9,35.71,,,81.67,,,,,43.19,0.42
battle,3,5,70,34.26,39.96,,,39.77,,,,,44.92,0.47
battle,4,5,241,34.85,36.21,,,64.39,,,,,33.73,0.37
battle,4,4,276,62.08,37.85,,,54.08,,,,,51.66,0.59
debugging,1,6,199,,,74.18,85.64,22.43,7.0,5.0,pass,True,,
debugging,2,4,215,,,10.79,15.59,22.05,10.0,2.0,error,False,,
battle,2,1,37,29.65,49.49,,,17.97,,,,,21.84,0.23
battle,0,4,253,75.39,56.91,,,0.0,,,,,76.64,0.86
interview,2,5,200,36.11,,,,29.57,,,,,44.5,0.51
coding,1,2,86,,,61.26,84.06,13.55,11.0,9.0,pass,True,,
debugging,5,4,289,,,61.8,40.16,89.89,14.0,7.0,fail,False,,
interview,5,6,56,84.9,,,,68.77,,,,,90.88,0.93
coding,0,4,50,,,64.76,78.51,2.74,10.0,8.0,pass,True,,
battle,5,1,98,62.52,72.8,,,69.51,,,,,65.85,0.66
battle,3,4,265,80.75,65.41,,,42.47,,,,,79.27,0.87
coding,1,4,125,,,14.01,15.77,26.92,5.0,1.0,error,False,,
battle,1,4,148,28.59,57.39,,,12.4,,,,,38.78,0.43
debugging,2,6,196,,,50.28,35.43,31.34,12.0,6.0,fail,False,,
coding,4,3,58,,,57.86,32.21,55.25,9.0,6.0,fail,False,,
interview,5,2,41,69.03,,,,82.06,,,,,68.38,0.78
debugging,4,6,268,,,64.48,89.21,57.71,5.0,4.0,pass,True,,
coding,3,4,144,,,60.12,45.47,57.65,8.0,5.0,fail,False,,
coding,3,3,278,,,65.81,88.03,43.21,14.0,11.0,pass,True,,
coding,2,2,32,,,45.89,21.75,28.57,10.0,4.0,fail,False,,
battle,1,6,110,70.63,62.56,,,28.85,,,,,70.87,0.82
interview,0,5,70,69.23,,,,0.06,,,,,68.84,0.79
battle,3,2,232,61.9,65.56,,,52.95,,,,,77.99,0.75
debugging,4,3,226,,,25.67,14.24,65.09,12.0,2.0,error,False,,
battle,0,6,71,42.64,46.96,,,0.0,,,,,39.05,0.46
